Text,Category,Noun,Personal Pronoun,Adverb,Verb,Adjective,Preposition,Modal,Conjunction,Determiner,Verb present,Verb past,Verb past participle
 I finished my work at pm.,Past Tense,,,,,,,,,,,,
 I am studying for my exam.,Present Tense,,,,,,,,,,,,
 She is eating her lunch.,Present Tense,,,,,,,,,,,,
 He is walking in the park.,Present Tense,,,,,,,,,,,,
 They are painting a picture.,Present Tense,,,,,,,,,,,,
 We are planning a trip.,Present Tense,,,,,,,,,,,,
 He is playing football.,Present Tense,,,,,,,,,,,,
 She is reading a book.,Present Tense,,,,,,,,,,,,
 I am cooking dinner.,Present Tense,,,,,,,,,,,,
 He is drinking water.,Present Tense,,,,,,,,,,,,
 They are watching a movie.,Present Tense,,,,,,,,,,,,
 We are having a party.,Present Tense,,,,,,,,,,,,
 He is writing a letter.,Present Tense,,,,,,,,,,,,
 She is taking a nap.,Present Tense,,,,,,,,,,,,
 I am doing my homework.,Present Tense,,,,,,,,,,,,
 He is mowing the lawn.,Present Tense,,,,,,,,,,,,
 She is shopping for groceries.,Present Tense,,,,,,,,,,,,
 They are building a fort.,Present Tense,,,,,,,,,,,,
 We are playing a game.,Present Tense,,,,,,,,,,,,
 He is singing a song.,Present Tense,,,,,,,,,,,,
 She is taking a bath.,Present Tense,,,,,,,,,,,,
 I am making dinner.,Present Tense,,,,,,,,,,,,
 He is riding his bike.,Present Tense,,,,,,,,,,,,
 She is tidying her room.,Present Tense,,,,,,,,,,,,
 They are going to the beach.,Present Tense,,,,,,,,,,,,
 We are having a picnic.,Present Tense,,,,,,,,,,,,
 He is studying for a test.,Present Tense,,,,,,,,,,,,
 She is washing the dishes.,Present Tense,,,,,,,,,,,,
 I am painting a picture.,Present Tense,,,,,,,,,,,,
 He is going for a jog.,Present Tense,,,,,,,,,,,,
 She is dancing in the rain.,Present Tense,,,,,,,,,,,,
 They are playing tag.,Present Tense,,,,,,,,,,,,
 We are baking a cake.,Present Tense,,,,,,,,,,,,
 He is doing his chores.,Present Tense,,,,,,,,,,,,
 She is feeding the animals.,Present Tense,,,,,,,,,,,,
 I am writing a story.,Present Tense,,,,,,,,,,,,
 He is practicing his guitar.,Present Tense,,,,,,,,,,,,
 She is texting her friends.,Present Tense,,,,,,,,,,,,
 They are playing video games.,Present Tense,,,,,,,,,,,,
 We are eating ice cream.,Present Tense,,,,,,,,,,,,
 He is watering the plants.,Present Tense,,,,,,,,,,,,
 She is taking a walk.,Present Tense,,,,,,,,,,,,
 I am watching TV.,Present Tense,,,,,,,,,,,,
 He is building a model.,Present Tense,,,,,,,,,,,,
 She is cleaning the house.,Present Tense,,,,,,,,,,,,
 They are attending a concert.,Present Tense,,,,,,,,,,,,
 We are rollerblading.,Present Tense,,,,,,,,,,,,
 He is doing his taxes.,Present Tense,,,,,,,,,,,,
 She is doing the laundry.,Present Tense,,,,,,,,,,,,
 I am researching a topic.,Present Tense,,,,,,,,,,,,
 He is mending his clothes.,Present Tense,,,,,,,,,,,,
 She is flying a kite.,Present Tense,,,,,,,,,,,,
 They are going camping.,Present Tense,,,,,,,,,,,,
 We are decorating the tree.,Present Tense,,,,,,,,,,,,
 He is organizing his desk.,Present Tense,,,,,,,,,,,,
 She is making a card.,Present Tense,,,,,,,,,,,,
 I am reading a magazine.,Present Tense,,,,,,,,,,,,
 He is playing catch.,Present Tense,,,,,,,,,,,,
 She is visiting her grandparents.,Present Tense,,,,,,,,,,,,
 They are making dinner.,Present Tense,,,,,,,,,,,,
 We are going to the movies.,Present Tense,,,,,,,,,,,,
 He is doing push-ups.,Present Tense,,,,,,,,,,,,
 She is having a sleepover.,Present Tense,,,,,,,,,,,,
 I am taking a class.,Present Tense,,,,,,,,,,,,
 He is listening to music.,Present Tense,,,,,,,,,,,,
 She is searching the internet.,Present Tense,,,,,,,,,,,,
 They are writing a letter.,Present Tense,,,,,,,,,,,,
 We are learning a language.,Present Tense,,,,,,,,,,,,
 He is planting flowers.,Present Tense,,,,,,,,,,,,
 She is running an errand.,Present Tense,,,,,,,,,,,,
 I am shopping for clothes.,Present Tense,,,,,,,,,,,,
 He is washing his car.,Present Tense,,,,,,,,,,,,
 She is watching a play.,Present Tense,,,,,,,,,,,,
 They are drawing a picture.,Present Tense,,,,,,,,,,,,
 We are taking a hike.,Present Tense,,,,,,,,,,,,
 He is surfing the web.,Present Tense,,,,,,,,,,,,
 She is doing yoga.,Present Tense,,,,,,,,,,,,
 I am calling a friend.,Present Tense,,,,,,,,,,,,
 He is making breakfast.,Present Tense,,,,,,,,,,,,
 She is designing a website.,Present Tense,,,,,,,,,,,,
 They are playing chess.,Present Tense,,,,,,,,,,,,
 We are going swimming.,Present Tense,,,,,,,,,,,,
 He is taking a nap.,Present Tense,,,,,,,,,,,,
 She is studying for a quiz.,Present Tense,,,,,,,,,,,,
 I am having lunch.,Present Tense,,,,,,,,,,,,
 He is walking the dog.,Present Tense,,,,,,,,,,,,
 She is going to the library.,Present Tense,,,,,,,,,,,,
 They are building a snowman.,Present Tense,,,,,,,,,,,,
 We are roasting marshmallows.,Present Tense,,,,,,,,,,,,
 He is making dinner.,Present Tense,,,,,,,,,,,,
 She is ordering takeout.,Present Tense,,,,,,,,,,,,
 I am going for a run.,Present Tense,,,,,,,,,,,,
 He is making a sandwich.,Present Tense,,,,,,,,,,,,
 She is writing a blog.,Present Tense,,,,,,,,,,,,
 They are jumping rope.,Present Tense,,,,,,,,,,,,
 We are going to a concert.,Present Tense,,,,,,,,,,,,
 He is taking out the trash.,Present Tense,,,,,,,,,,,,
 She is doing puzzles.,Present Tense,,,,,,,,,,,,
 I am going to the gym.,Present Tense,,,,,,,,,,,,
 He is counting his steps.,Present Tense,,,,,,,,,,,,
 She is folding the laundry.,Present Tense,,,,,,,,,,,,
 They are setting the table.,Present Tense,,,,,,,,,,,,
 We are having a barbecue.,Present Tense,,,,,,,,,,,,
 He is doing the dishes.,Present Tense,,,,,,,,,,,,
 She is giving a presentation.,Present Tense,,,,,,,,,,,,
 I am going to the park.,Present Tense,,,,,,,,,,,,
 He is assembling a toy.,Present Tense,,,,,,,,,,,,
 She is taking pictures.,Present Tense,,,,,,,,,,,,
 They are playing hide and seek.,Present Tense,,,,,,,,,,,,
 We are playing tennis.,Present Tense,,,,,,,,,,,,
 He is making a list.,Present Tense,,,,,,,,,,,,
 She is taking a train.,Present Tense,,,,,,,,,,,,
 I am going to the store.,Present Tense,,,,,,,,,,,,
 He is taking out the recycling.,Present Tense,,,,,,,,,,,,
 She is taking a break.,Present Tense,,,,,,,,,,,,
 They are doing karaoke.,Present Tense,,,,,,,,,,,,
 We are having a sleepover.,Present Tense,,,,,,,,,,,,
 He is writing a report.,Present Tense,,,,,,,,,,,,
 She is going for a drive.,Present Tense,,,,,,,,,,,,
 I am doing some shopping.,Present Tense,,,,,,,,,,,,
 He is painting a room.,Present Tense,,,,,,,,,,,,
 She is making a phone call.,Present Tense,,,,,,,,,,,,
 They are going to the zoo.,Present Tense,,,,,,,,,,,,
 We are going on a boat ride.,Present Tense,,,,,,,,,,,,
 He is taking a shower.,Present Tense,,,,,,,,,,,,
 She is going to the dentist.,Present Tense,,,,,,,,,,,,
 I am doing my nails.,Present Tense,,,,,,,,,,,,
 He is making a cake.,Present Tense,,,,,,,,,,,,
 She is walking the dog.,Present Tense,,,,,,,,,,,,
 They are putting up a tent.,Present Tense,,,,,,,,,,,,
 We are playing basketball.,Present Tense,,,,,,,,,,,,
 He is taking a class.,Present Tense,,,,,,,,,,,,
 She is going to the museum.,Present Tense,,,,,,,,,,,,
 I am having a snack.,Present Tense,,,,,,,,,,,,
 He is sending an email.,Present Tense,,,,,,,,,,,,
 She is organizing her closet.,Present Tense,,,,,,,,,,,,
 They are dancing in the living room.,Present Tense,,,,,,,,,,,,
 We are going for a walk.,Present Tense,,,,,,,,,,,,
 He is doing a jigsaw puzzle.,Present Tense,,,,,,,,,,,,
 She is doing some gardening.,Present Tense,,,,,,,,,,,,
 I am preparing dinner.,Present Tense,,,,,,,,,,,,
 He is taking a vacation.,Present Tense,,,,,,,,,,,,
 She is making a list.,Present Tense,,,,,,,,,,,,
 They are going bowling.,Present Tense,,,,,,,,,,,,
 We are going to a concert.,Present Tense,,,,,,,,,,,,
 He is picking up groceries.,Present Tense,,,,,,,,,,,,
 She is listening to the radio.,Present Tense,,,,,,,,,,,,
 I am finishing a project.,Present Tense,,,,,,,,,,,,
 He is taking out the garbage.,Present Tense,,,,,,,,,,,,
 She is writing a paper.,Present Tense,,,,,,,,,,,,
 They are having a picnic.,Present Tense,,,,,,,,,,,,
 We are going for a bike ride.,Present Tense,,,,,,,,,,,,
 He is playing chess.,Present Tense,,,,,,,,,,,,
 She is putting up a shelf.,Present Tense,,,,,,,,,,,,
 I am going to the beach.,Present Tense,,,,,,,,,,,,
 He is doing a crossword.,Present Tense,,,,,,,,,,,,
 She is picking out a gift.,Present Tense,,,,,,,,,,,,
 They are packing for a trip.,Present Tense,,,,,,,,,,,,
 We are taking a road trip.,Present Tense,,,,,,,,,,,,
 He is making dinner.,Present Tense,,,,,,,,,,,,
 She is buying tickets.,Present Tense,,,,,,,,,,,,
 I am organizing my desk.,Present Tense,,,,,,,,,,,,
 He is taking a course.,Present Tense,,,,,,,,,,,,
 She is running an errand.,Present Tense,,,,,,,,,,,,
 They are going to a show.,Present Tense,,,,,,,,,,,,
 We are doing some baking.,Present Tense,,,,,,,,,,,,
 He is playing a board game.,Present Tense,,,,,,,,,,,,
 She is making a birthday card.,Present Tense,,,,,,,,,,,,
 I am walking the cat.,Present Tense,,,,,,,,,,,,
 He is going to a cafe.,Present Tense,,,,,,,,,,,,
 She is doing some research.,Present Tense,,,,,,,,,,,,
 They are having a barbecue.,Present Tense,,,,,,,,,,,,
 We are taking a nap.,Present Tense,,,,,,,,,,,,
 He is learning a new language.,Present Tense,,,,,,,,,,,,
 She is going to the bank.,Present Tense,,,,,,,,,,,,
 I am taking the bus.,Present Tense,,,,,,,,,,,,
 He is finding a lost pet.,Present Tense,,,,,,,,,,,,
 She is putting away her toys.,Present Tense,,,,,,,,,,,,
 They are going to the fair.,Present Tense,,,,,,,,,,,,
 We are going ice skating.,Present Tense,,,,,,,,,,,,
 He is making a phone call.,Present Tense,,,,,,,,,,,,
 She is taking out the trash.,Present Tense,,,,,,,,,,,,
 I am playing a musical instrument.,Present Tense,,,,,,,,,,,,
 He is doing some stretching.,Present Tense,,,,,,,,,,,,
 She is going to the post office.,Present Tense,,,,,,,,,,,,
 They are setting the table.,Present Tense,,,,,,,,,,,,
 We are going on a hike.,Present Tense,,,,,,,,,,,,
 He is counting to ten.,Present Tense,,,,,,,,,,,,
 She is taking a nap.,Present Tense,,,,,,,,,,,,
 I am practicing my math.,Present Tense,,,,,,,,,,,,
 He is playing a game.,Present Tense,,,,,,,,,,,,
 She is going to the dentist.,Present Tense,,,,,,,,,,,,
 They are having a party.,Present Tense,,,,,,,,,,,,
 We are making a snowman.,Present Tense,,,,,,,,,,,,
 He is going to the hair salon.,Present Tense,,,,,,,,,,,,
 She is making dinner.,Present Tense,,,,,,,,,,,,
 I am going for a swim.,Present Tense,,,,,,,,,,,,
 He is doing some yoga.,Present Tense,,,,,,,,,,,,
 She is baking a cake.,Present Tense,,,,,,,,,,,,
 They are taking a train.,Present Tense,,,,,,,,,,,,
 We are having a movie night.,Present Tense,,,,,,,,,,,,
 I will travel to Paris next year.,Future Tense,,,,,,,,,,,,
 I will learn to play the guitar next month.,Future Tense,,,,,,,,,,,,
 I will buy a new car in two years.,Future Tense,,,,,,,,,,,,
 I will take a cooking class next summer.,Future Tense,,,,,,,,,,,,
 I will finish my degree in four years.,Future Tense,,,,,,,,,,,,
 I will get a better job in three months.,Future Tense,,,,,,,,,,,,
 I will write a book in one year.,Future Tense,,,,,,,,,,,,
 I will plant a garden next spring.,Future Tense,,,,,,,,,,,,
 I will go backpacking in Europe in five years.,Future Tense,,,,,,,,,,,,
 I will move to a new city next fall.,Future Tense,,,,,,,,,,,,
 I will learn a second language in six months.,Future Tense,,,,,,,,,,,,
 I will get a pet in two years.,Future Tense,,,,,,,,,,,,
 I will take a vacation to the Caribbean next winter.,Future Tense,,,,,,,,,,,,
 I will join a running club in three months.,Future Tense,,,,,,,,,,,,
 I will go on a safari in Africa in four years.,Future Tense,,,,,,,,,,,,
 I will become an expert at baking in one year.,Future Tense,,,,,,,,,,,,
 I will find a new job in six months.,Future Tense,,,,,,,,,,,,
 I will build my own home in five years.,Future Tense,,,,,,,,,,,,
 I will start my own business in two years.,Future Tense,,,,,,,,,,,,
 I will take a painting class next summer.,Future Tense,,,,,,,,,,,,
 I will take a road trip to the Grand Canyon in three years.,Future Tense,,,,,,,,,,,,
 I will learn to surf in four months.,Future Tense,,,,,,,,,,,,
 I will volunteer at a local charity next fall.,Future Tense,,,,,,,,,,,,
 I will take a yoga class in two months.,Future Tense,,,,,,,,,,,,
 I will get a master's degree in one year.,Future Tense,,,,,,,,,,,,
 I will join a book club in six months.,Future Tense,,,,,,,,,,,,
 I will go skydiving in five years.,Future Tense,,,,,,,,,,,,
 I will go on a cruise next winter.,Future Tense,,,,,,,,,,,,
 I will visit my family in another country next summer.,Future Tense,,,,,,,,,,,,
 I will learn to play the piano in three months.,Future Tense,,,,,,,,,,,,
 I will buy a new house in four years.,Future Tense,,,,,,,,,,,,
 I will go whale watching in one year.,Future Tense,,,,,,,,,,,,
 I will find a new hobby in two months.,Future Tense,,,,,,,,,,,,
 I will plan a trip to Asia in five years.,Future Tense,,,,,,,,,,,,
 I will take a photography class next fall.,Future Tense,,,,,,,,,,,,
 I will take a pottery class in six months.,Future Tense,,,,,,,,,,,,
 I will take a martial arts class next winter.,Future Tense,,,,,,,,,,,,
 I will get my driver's license in three years.,Future Tense,,,,,,,,,,,,
 I will learn to speak Spanish in four months.,Future Tense,,,,,,,,,,,,
 I will go scuba diving in one year.,Future Tense,,,,,,,,,,,,
 I will attend a music festival next summer.,Future Tense,,,,,,,,,,,,
 I will take a sailing class in two months.,Future Tense,,,,,,,,,,,,
 I will take a dance class next fall.,Future Tense,,,,,,,,,,,,
 I will go backpacking in South America in three years.,Future Tense,,,,,,,,,,,,
 I will get a PhD in four years.,Future Tense,,,,,,,,,,,,
 I will go camping in the mountains in five months.,Future Tense,,,,,,,,,,,,
 I will learn to rock climb in one year.,Future Tense,,,,,,,,,,,,
 I will get a job in a different city in two months.,Future Tense,,,,,,,,,,,,
 I will take a writing class next winter.,Future Tense,,,,,,,,,,,,
 I will take a wine appreciation course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to snowboard in three years.,Future Tense,,,,,,,,,,,,
 I will take a self-defense class next summer.,Future Tense,,,,,,,,,,,,
 I will buy a new laptop in four months.,Future Tense,,,,,,,,,,,,
 I will go white-water rafting in one year.,Future Tense,,,,,,,,,,,,
 I will learn a new language in two months.,Future Tense,,,,,,,,,,,,
 I will join a biking club next fall.,Future Tense,,,,,,,,,,,,
 I will take a yoga retreat in three years.,Future Tense,,,,,,,,,,,,
 I will take a woodworking class in four months.,Future Tense,,,,,,,,,,,,
 I will go bungee jumping in five years.,Future Tense,,,,,,,,,,,,
 I will buy a new bike next winter.,Future Tense,,,,,,,,,,,,
 I will learn to knit in six months.,Future Tense,,,,,,,,,,,,
 I will take a painting trip to the Mediterranean in one year.,Future Tense,,,,,,,,,,,,
 I will take a Photoshop class next summer.,Future Tense,,,,,,,,,,,,
 I will learn to play chess in two months.,Future Tense,,,,,,,,,,,,
 I will take a sailing trip around the world next fall.,Future Tense,,,,,,,,,,,,
 I will take a change management course in three years.,Future Tense,,,,,,,,,,,,
 I will go snowshoeing in four months.,Future Tense,,,,,,,,,,,,
 I will take a music production class in five years.,Future Tense,,,,,,,,,,,,
 I will take a bartending class next winter.,Future Tense,,,,,,,,,,,,
 I will take a foreign language class in six months.,Future Tense,,,,,,,,,,,,
 I will go on a bike tour of Europe in one year.,Future Tense,,,,,,,,,,,,
 I will learn to play the drums next summer.,Future Tense,,,,,,,,,,,,
 I will take a financial planning course in two months.,Future Tense,,,,,,,,,,,,
 I will go on a safari in Africa next fall.,Future Tense,,,,,,,,,,,,
 I will get a pilot's license in three years.,Future Tense,,,,,,,,,,,,
 I will learn to play the violin in four months.,Future Tense,,,,,,,,,,,,
 I will take a cooking trip to Italy in five years.,Future Tense,,,,,,,,,,,,
 I will take a calligraphy class next winter.,Future Tense,,,,,,,,,,,,
 I will take a leadership course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to do calligraphy next summer.,Future Tense,,,,,,,,,,,,
 I will take a graphic design class in two months.,Future Tense,,,,,,,,,,,,
 I will take a wilderness survival course next fall.,Future Tense,,,,,,,,,,,,
 I will take a web design class in three years.,Future Tense,,,,,,,,,,,,
 I will take a wine-tasting course in four months.,Future Tense,,,,,,,,,,,,
 I will take a meditation retreat in five years.,Future Tense,,,,,,,,,,,,
 I will join a hiking club next winter.,Future Tense,,,,,,,,,,,,
 I will take a coding class in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the flute next summer.,Future Tense,,,,,,,,,,,,
 I will take a public speaking class in two months.,Future Tense,,,,,,,,,,,,
 I will take a photography trip to the Arctic next fall.,Future Tense,,,,,,,,,,,,
 I will take a jewelry-making class in three years.,Future Tense,,,,,,,,,,,,
 I will take a scuba diving course in four months.,Future Tense,,,,,,,,,,,,
 I will take a drawing class in five years.,Future Tense,,,,,,,,,,,,
 I will take a martial arts retreat next winter.,Future Tense,,,,,,,,,,,,
 I will take a business course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the clarinet next summer.,Future Tense,,,,,,,,,,,,
 I will take a computer programming class in two months.,Future Tense,,,,,,,,,,,,
 I will take an acting class next fall.,Future Tense,,,,,,,,,,,,
 I will take an astronomy course in three years.,Future Tense,,,,,,,,,,,,
 I will take a film production class in four months.,Future Tense,,,,,,,,,,,,
 I will take a canoeing trip in five years.,Future Tense,,,,,,,,,,,,
 I will take a cake decorating class next winter.,Future Tense,,,,,,,,,,,,
 I will take an interior design class in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the saxophone next summer.,Future Tense,,,,,,,,,,,,
 I will take a creative writing class in two months.,Future Tense,,,,,,,,,,,,
 I will take a video game design course next fall.,Future Tense,,,,,,,,,,,,
 I will take an architecture class in three years.,Future Tense,,,,,,,,,,,,
 I will take a wine-making course in four months.,Future Tense,,,,,,,,,,,,
 I will take a pottery trip to Mexico in five years.,Future Tense,,,,,,,,,,,,
 I will take a jewelry-making retreat next winter.,Future Tense,,,,,,,,,,,,
 I will take a math class in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the ukulele next summer.,Future Tense,,,,,,,,,,,,
 I will take a graphic design course in two months.,Future Tense,,,,,,,,,,,,
 I will take a barista class next fall.,Future Tense,,,,,,,,,,,,
 I will take a psychology class in three years.,Future Tense,,,,,,,,,,,,
 I will take a yoga retreat in four months.,Future Tense,,,,,,,,,,,,
 I will take a scuba diving trip in five years.,Future Tense,,,,,,,,,,,,
 I will take a calligraphy workshop next winter.,Future Tense,,,,,,,,,,,,
 I will take a woodworking course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the harp next summer.,Future Tense,,,,,,,,,,,,
 I will take a web development class in two months.,Future Tense,,,,,,,,,,,,
 I will take a self-defense course next fall.,Future Tense,,,,,,,,,,,,
 I will take a law class in three years.,Future Tense,,,,,,,,,,,,
 I will take a philosophy course in four months.,Future Tense,,,,,,,,,,,,
 I will take a sailing trip around the world in five years.,Future Tense,,,,,,,,,,,,
 I will take a baking class next winter.,Future Tense,,,,,,,,,,,,
 I will take an economics course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the banjo next summer.,Future Tense,,,,,,,,,,,,
 I will take a film production course in two months.,Future Tense,,,,,,,,,,,,
 I will take a public speaking retreat next fall.,Future Tense,,,,,,,,,,,,
 I will take a data science class in three years.,Future Tense,,,,,,,,,,,,
 I will take an anthropology course in four months.,Future Tense,,,,,,,,,,,,
 I will take a hiking trip to the Himalayas in five years.,Future Tense,,,,,,,,,,,,
 I will take a painting class next winter.,Future Tense,,,,,,,,,,,,
 I will take a photography course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the harmonica next summer.,Future Tense,,,,,,,,,,,,
 I will take a computer programming retreat in two months.,Future Tense,,,,,,,,,,,,
 I will take an acting course next fall.,Future Tense,,,,,,,,,,,,
 I will take an entrepreneurship class in three years.,Future Tense,,,,,,,,,,,,
 I will take a music class in four months.,Future Tense,,,,,,,,,,,,
 I will take a skiing trip to the Alps in five years.,Future Tense,,,,,,,,,,,,
 I will take a jewelry-making class next winter.,Future Tense,,,,,,,,,,,,
 I will take a coding course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the cello next summer.,Future Tense,,,,,,,,,,,,
 I will take a graphic design retreat in two months.,Future Tense,,,,,,,,,,,,
 I will take a business course next fall.,Future Tense,,,,,,,,,,,,
 I will take an art history class in three years.,Future Tense,,,,,,,,,,,,
 I will take a cooking course in four months.,Future Tense,,,,,,,,,,,,
 I will take a kayaking trip in five years.,Future Tense,,,,,,,,,,,,
 I will take a yoga class next winter.,Future Tense,,,,,,,,,,,,
 I will take a web design course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the oboe next summer.,Future Tense,,,,,,,,,,,,
 I will take a photography retreat in two months.,Future Tense,,,,,,,,,,,,
 I will take a change management course next fall.,Future Tense,,,,,,,,,,,,
 I will take a statistics class in three years.,Future Tense,,,,,,,,,,,,
 I will take a wilderness survival course in four months.,Future Tense,,,,,,,,,,,,
 I will take a writing trip to Thailand in five years.,Future Tense,,,,,,,,,,,,
 I will take a calligraphy class next winter.,Future Tense,,,,,,,,,,,,
 I will take a leadership course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the bass guitar next summer.,Future Tense,,,,,,,,,,,,
 I will take a public relations course in two months.,Future Tense,,,,,,,,,,,,
 I will take a self-defense retreat next fall.,Future Tense,,,,,,,,,,,,
 I will take a biology class in three years.,Future Tense,,,,,,,,,,,,
 I will take a woodworking course in four months.,Future Tense,,,,,,,,,,,,
 I will take a rock climbing trip in five years.,Future Tense,,,,,,,,,,,,
 I will take a pottery class next winter.,Future Tense,,,,,,,,,,,,
 I will take a mathematics course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the accordion next summer.,Future Tense,,,,,,,,,,,,
 I will take a data science retreat in two months.,Future Tense,,,,,,,,,,,,
 I will take an architecture course next fall.,Future Tense,,,,,,,,,,,,
 I will take an anthropology class in three years.,Future Tense,,,,,,,,,,,,
 I will take a financial planning course in four months.,Future Tense,,,,,,,,,,,,
 I will take a running trip to Greece in five years.,Future Tense,,,,,,,,,,,,
 I will take a bartending class next winter.,Future Tense,,,,,,,,,,,,
 I will take a philosophy course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the drums next summer.,Future Tense,,,,,,,,,,,,
 I will take a video game design retreat in two months.,Future Tense,,,,,,,,,,,,
 I will take an economics course next fall.,Future Tense,,,,,,,,,,,,
 I will take a creative writing class in three years.,Future Tense,,,,,,,,,,,,
 I will take a wine-making course in four months.,Future Tense,,,,,,,,,,,,
 I will take a meditation trip in five years.,Future Tense,,,,,,,,,,,,
 I will take a cake decorating class next winter.,Future Tense,,,,,,,,,,,,
 I will take a jewelry-making course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the trumpet next summer.,Future Tense,,,,,,,,,,,,
 I will take a law retreat in two months.,Future Tense,,,,,,,,,,,,
 I will take a marketing course next fall.,Future Tense,,,,,,,,,,,,
 I will take a psychology class in three years.,Future Tense,,,,,,,,,,,,
 I will take an interior design course in four months.,Future Tense,,,,,,,,,,,,
 I will take a kayaking trip to Alaska in five years.,Future Tense,,,,,,,,,,,,
 I will take a painting class next winter.,Future Tense,,,,,,,,,,,,
 I will take a coding course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the harp next summer.,Future Tense,,,,,,,,,,,,
 I will take a business retreat in two months.,Future Tense,,,,,,,,,,,,
 I will take a leadership course next fall.,Future Tense,,,,,,,,,,,,
 I will take a biology class in three years.,Future Tense,,,,,,,,,,,,
 I will take a wilderness survival course in four months.,Future Tense,,,,,,,,,,,,
 I will take a skiing trip to the Rockies in five years.,Future Tense,,,,,,,,,,,,
 I will take a web development class next winter.,Future Tense,,,,,,,,,,,,
 I will take a music course in six months.,Future Tense,,,,,,,,,,,,
 I will learn to play the guitar next summer.,Future Tense,,,,,,,,,,,,
 I walk to the store every day.,Present Tense,,,,,,,,,,,,
 He reads a book every night.,Present Tense,,,,,,,,,,,,
 She plays the piano every morning.,Present Tense,,,,,,,,,,,,
 They visit their grandmother every weekend.,Present Tense,,,,,,,,,,,,
 We eat dinner together every evening.,Present Tense,,,,,,,,,,,,
 The cat sleeps all day.,Present Tense,,,,,,,,,,,,
 The dog barks at the mailman.,Present Tense,,,,,,,,,,,,
 The birds sing in the trees.,Present Tense,,,,,,,,,,,,
 The sun rises in the east.,Present Tense,,,,,,,,,,,,
 The stars twinkle in the sky.,Present Tense,,,,,,,,,,,,
 The wind blows through the trees.,Present Tense,,,,,,,,,,,,
 The river flows to the sea.,Present Tense,,,,,,,,,,,,
 The clouds float across the sky.,Present Tense,,,,,,,,,,,,
 The children laugh and play.,Present Tense,,,,,,,,,,,,
 The flowers bloom in the spring.,Present Tense,,,,,,,,,,,,
 The leaves change color in the fall.,Present Tense,,,,,,,,,,,,
 The snow drifts over the mountains.,Present Tense,,,,,,,,,,,,
 The ice melts in the summer.,Present Tense,,,,,,,,,,,,
 The grass grows in the meadow.,Present Tense,,,,,,,,,,,,
 The moon shines in the night sky.,Present Tense,,,,,,,,,,,,
 The waves crash against the shore.,Present Tense,,,,,,,,,,,,
 My friends and I go to the movies.,Present Tense,,,,,,,,,,,,
 I watch my favorite TV show.,Present Tense,,,,,,,,,,,,
 He listens to his favorite music.,Present Tense,,,,,,,,,,,,
 She cooks her favorite meal.,Present Tense,,,,,,,,,,,,
 They play their favorite sport.,Present Tense,,,,,,,,,,,,
 We write stories together.,Present Tense,,,,,,,,,,,,
 The teacher explains the lesson.,Present Tense,,,,,,,,,,,,
 The students raise their hands.,Present Tense,,,,,,,,,,,,
 The bus driver honks the horn.,Present Tense,,,,,,,,,,,,
 The fire crackles in the fireplace.,Present Tense,,,,,,,,,,,,
 The clock ticks in the hallway.,Present Tense,,,,,,,,,,,,
 The train chugs down the track.,Present Tense,,,,,,,,,,,,
 The plane flies in the sky.,Present Tense,,,,,,,,,,,,
 The telephone rings in the office.,Present Tense,,,,,,,,,,,,
 The computer hums on the desk.,Present Tense,,,,,,,,,,,,
 The printer whirs in the corner.,Present Tense,,,,,,,,,,,,
 The radio plays in the background.,Present Tense,,,,,,,,,,,,
 The music plays on the stereo.,Present Tense,,,,,,,,,,,,
 The car honks in the street.,Present Tense,,,,,,,,,,,,
 The rain falls from the sky.,Present Tense,,,,,,,,,,,,
 The lightning flashes in the clouds.,Present Tense,,,,,,,,,,,,
 The thunder rumbles in the distance.,Present Tense,,,,,,,,,,,,
 The adults talk and laugh.,Present Tense,,,,,,,,,,,,
 The babies cry and coo.,Present Tense,,,,,,,,,,,,
 The children run and play.,Present Tense,,,,,,,,,,,,
 The fish swim in the pond.,Present Tense,,,,,,,,,,,,
 The frogs croak in the night.,Present Tense,,,,,,,,,,,,
 The insects buzz and hum.,Present Tense,,,,,,,,,,,,
 The bees fly from flower to flower.,Present Tense,,,,,,,,,,,,
 The spider weaves its web.,Present Tense,,,,,,,,,,,,
 The snake slithers through the grass.,Present Tense,,,,,,,,,,,,
 The bear hibernates in the cave.,Present Tense,,,,,,,,,,,,
 The deer grazes in the meadow.,Present Tense,,,,,,,,,,,,
 The squirrel scurries up the tree.,Present Tense,,,,,,,,,,,,
